buyerId,investorId,buyerRisk,investorRisk,buyerBudgetMax,investorMaxDeal,locationMatch,matchScore
HB0255,INV0444,High,High,12153697,790762,0,0.33
HB0023,INV0072,Medium,High,17458517,816028,0,0.17
HB0245,INV0011,Medium,Low,11267012,3777114,0,0.32
HB0056,INV0183,Medium,High,11774637,5796919,0,0.4
HB0092,INV0455,High,Medium,15782893,348284,1,0.36
HB0031,INV0040,Low,Low,19418553,377221,0,0.31
HB0104,INV0452,High,Low,12032938,1118583,0,0.2
HB0160,INV0296,Low,High,10952591,3136516,0,0.29
HB0071,INV0216,Medium,Medium,15250721,1356362,0,0.34
HB0135,INV0184,Low,Medium,11091652,1585323,0,0.22
HB0359,INV0236,Low,Medium,15901328,3005175,0,0.24
HB0414,INV0440,Low,Low,12106179,676709,0,0.33
HB0350,INV0068,Low,Medium,10815247,3074160,0,0.29
HB0149,INV0093,Medium,Low,8662540,3498574,0,0.35
HB0333,INV0196,High,High,17648182,1606802,0,0.35
HB0058,INV0362,Medium,High,8204371,3314121,0,0.35
HB0394,INV0209,Medium,High,12640519,1753093,0,0.22
HB0492,INV0481,Medium,Medium,14308093,1402328,0,0.35
HB0148,INV0438,Low,Medium,14758630,3838110,0,0.28
HB0006,INV0166,High,Low,13646848,956187,0,0.19
HB0055,INV0065,High,Low,14803256,7989825,0,0.42
HB0289,INV0253,Low,Low,9597600,3990503,0,0.51
HB0425,INV0367,High,Low,14465530,2127529,0,0.22
HB0412,INV0112,Low,Low,12052713,4798995,0,0.5
HB0365,INV0205,High,Medium,14248714,4188548,0,0.3
HB0449,INV0465,Low,Low,17106075,7204810,0,0.51
HB0363,INV0388,Medium,High,8094672,693621,0,0.19
HB0384,INV0288,High,High,12277237,3658729,0,0.45
HB0449,INV0096,Low,Low,17106075,3784910,0,0.41
HB0496,INV0349,Low,Medium,17755797,2739108,0,0.23
HB0021,INV0013,High,High,15398386,5853785,0,0.49
HB0426,INV0432,Medium,Low,18400466,1769199,0,0.2
HB0129,INV0168,Low,Low,14037820,933153,0,0.33
HB0459,INV0208,Low,Low,12105939,3070601,0,0.43
HB0202,INV0393,High,Low,10805411,1278296,0,0.21
HB0093,INV0267,Low,Low,9848853,1580125,0,0.38
HB0424,INV0469,High,Medium,14971983,1459027,0,0.2
HB0269,INV0344,Medium,High,16504492,3469773,0,0.26
HB0097,INV0463,Medium,Medium,11197094,2294516,1,0.6
HB0158,INV0199,High,High,15018905,2330493,0,0.38
HB0455,INV0225,Low,Medium,10969765,595249,0,0.18
HB0186,INV0241,Low,High,10102675,4549790,0,0.38
HB0181,INV0322,High,High,10307823,1627716,0,0.38
HB0405,INV0334,High,Low,15401790,5760792,0,0.34
HB0471,INV0269,Low,Medium,9066318,5404328,0,0.45
HB0484,INV0396,High,Low,18750382,1697585,0,0.2
HB0113,INV0145,Medium,Medium,14814058,715198,0,0.32
HB0028,INV0311,Medium,High,14929039,4499860,0,0.3
HB0236,INV0375,Medium,High,7200339,3311108,0,0.38
HB0139,INV0145,Medium,Medium,14618518,715198,0,0.32
HB0359,INV0499,Low,Low,15901328,4253488,1,0.63
HB0498,INV0350,Low,High,9349705,763677,0,0.19
HB0454,INV0295,Low,Low,9306228,6036444,0,0.62
HB0141,INV0371,High,High,16114253,4523719,1,0.64
HB0144,INV0024,Low,Medium,14931614,6236921,1,0.56
HB0271,INV0232,Medium,High,11052605,2518485,0,0.26
HB0027,INV0057,Medium,Low,14181884,3546692,0,0.28
HB0153,INV0153,Low,High,13196799,5433033,0,0.36
HB0073,INV0443,Low,High,13489762,3252610,0,0.27
HB0106,INV0458,High,High,12375006,4704768,0,0.49
HB0324,INV0055,High,High,13612204,4090715,0,0.45
HB0378,INV0474,High,High,13785633,603568,0,0.32
HB0301,INV0257,High,Medium,8789447,1946845,0,0.26
HB0073,INV0132,Low,Low,13489762,3012703,0,0.41
HB0192,INV0493,High,Medium,14577364,4529771,0,0.31
HB0331,INV0269,High,Medium,10062694,5404328,0,0.42
HB0420,INV0056,High,Low,19705324,2464811,0,0.21
HB0490,INV0174,Medium,Low,14832024,1035720,0,0.18
HB0048,INV0424,Low,Low,12410386,2652504,0,0.41
HB0383,INV0298,Low,Low,7774625,330565,0,0.32
HB0085,INV0071,Low,Medium,15512003,4782428,0,0.3
HB0420,INV0140,High,Low,19705324,2761467,0,0.22
HB0418,INV0197,High,Medium,13279681,1083419,0,0.19
HB0082,INV0154,Medium,Low,10961952,1269067,0,0.21
HB0468,INV0449,Low,High,8118223,5031589,0,0.46
HB0203,INV0166,High,Low,12261397,956187,0,0.19
HB0023,INV0377,Medium,Medium,17458517,3730887,0,0.41
HB0441,INV0231,Medium,Low,15515133,746652,0,0.17
HB0136,INV0244,Low,High,17839691,3609016,0,0.25
HB0121,INV0078,High,High,10272487,2435598,0,0.42
HB0348,INV0001,Medium,High,10590356,1334386,0,0.21
HB0147,INV0055,Low,High,10180436,4090715,0,0.35
HB0492,INV0099,Medium,Low,14308093,1662944,0,0.21
HB0003,INV0210,Medium,Low,9133992,4831144,0,0.41
HB0200,INV0320,Low,Medium,12751242,2938302,0,0.27
HB0334,INV0390,Medium,Low,12507416,4020908,0,0.31
HB0248,INV0053,Low,High,11391059,3675155,0,0.31
HB0061,INV0413,High,Low,14629585,3113812,0,0.26
HB0093,INV0353,Low,Medium,9848853,5328337,0,0.42
HB0030,INV0033,Medium,Low,17358508,3513896,1,0.45
HB0025,INV0003,High,Low,17195030,598310,0,0.17
HB0350,INV0265,Low,High,10815247,4179811,0,0.34
HB0244,INV0393,Medium,Low,16140621,1278296,0,0.19
HB0410,INV0431,High,Medium,12047613,3700206,0,0.3
HB0070,INV0168,High,Low,10144818,933153,0,0.2
HB0085,INV0105,Low,Low,15512003,4223511,0,0.44
HB0368,INV0071,Medium,Medium,13121769,4782428,0,0.48
HB0139,INV0176,Medium,Medium,14618518,5682662,0,0.49
HB0204,INV0359,Medium,Low,13258214,2665797,0,0.25
HB0066,INV0091,Low,Low,15729878,1040847,0,0.33
HB0386,INV0146,Low,Medium,15150837,3088459,0,0.25
HB0187,INV0078,Low,High,13640053,2435598,0,0.24
HB0022,INV0364,Medium,High,15090002,2220760,0,0.22
HB0436,INV0099,Medium,Low,13133440,1662944,0,0.21
HB0378,INV0260,High,Medium,13785633,5156278,0,0.34
HB0316,INV0444,Medium,High,13164088,790762,0,0.18
HB0122,INV0344,Low,High,6922611,3469773,0,0.4
HB0494,INV0130,Low,Medium,17527117,3128149,0,0.24
HB0225,INV0027,Low,High,7006597,5844797,0,0.57
HB0427,INV0437,Low,High,15710679,2608447,0,0.23
HB0313,INV0210,High,Low,15143658,4831144,0,0.31
HB0445,INV0020,Low,Medium,11966884,7970777,0,0.48
HB0256,INV0273,Medium,High,12425053,555679,0,0.17
HB0123,INV0423,Medium,Medium,17294457,390554,0,0.31
HB0053,INV0192,Low,Medium,17318139,2254055,0,0.22
HB0436,INV0120,Medium,High,13133440,726368,0,0.18
HB0280,INV0493,Low,Medium,11299179,4529771,0,0.35
HB0111,INV0440,High,Low,11222191,676709,0,0.18
HB0410,INV0210,High,Low,12047613,4831144,0,0.35
HB0165,INV0140,Medium,Low,18400740,2761467,0,0.23
HB0055,INV0267,High,Low,14803256,1580125,0,0.2
HB0250,INV0179,High,Medium,15031105,3794696,0,0.28
HB0133,INV0041,High,Low,12497746,3307079,1,0.48
HB0033,INV0289,High,Medium,15787153,2103709,0,0.22
HB0486,INV0026,High,Medium,15616840,2067062,0,0.22
HB0232,INV0203,Medium,Low,12934174,5177951,0,0.35
HB0305,INV0482,Medium,Low,17003286,3666996,0,0.26
HB0368,INV0103,Medium,High,13121769,7293575,0,0.43
HB0322,INV0120,Low,High,17869143,726368,0,0.17
HB0287,INV0145,High,Medium,11204077,715198,0,0.18
HB0090,INV0335,High,Low,16606629,5140821,1,0.5
HB0021,INV0142,High,Low,15398386,1125429,0,0.19
HB0463,INV0279,Low,Low,15847064,1390067,0,0.34
HB0156,INV0310,Low,Medium,18191127,2451170,0,0.22
HB0460,INV0090,Medium,Low,13409536,6823195,0,0.4
HB0413,INV0465,Low,Low,14093934,7204810,0,0.56
HB0286,INV0311,Medium,High,7212871,4499860,0,0.46
HB0478,INV0039,Low,High,12209041,2184730,0,0.24
HB0450,INV0071,Medium,Medium,11477858,4782428,0,0.51
HB0352,INV0376,Medium,Medium,10982927,1271091,0,0.36
HB0488,INV0421,Medium,Medium,7894191,468485,0,0.33
HB0131,INV0342,High,Low,15027378,4410865,0,0.3
HB0362,INV0434,Low,Medium,16024533,402031,0,0.16
HB0218,INV0082,High,Low,9666887,1241134,0,0.21
HB0321,INV0234,Low,Low,14355215,5277170,0,0.48
HB0091,INV0132,High,Low,11421052,3012703,0,0.28
HB0266,INV0015,Medium,Medium,14517477,2162327,0,0.37
HB0391,INV0242,Medium,Low,9852469,1657780,0,0.23
HB0351,INV0117,High,Low,7868253,1303134,0,0.23
HB0214,INV0063,Low,Low,12992398,2304244,0,0.39
HB0213,INV0338,Low,High,7801998,587124,1,0.39
HB0217,INV0311,High,High,7372684,4499860,0,0.61
HB0461,INV0113,High,High,12454050,4027817,0,0.46
HB0301,INV0272,High,Medium,8789447,5791532,0,0.48
HB0079,INV0132,Low,Low,13815607,3012703,0,0.41
HB0310,INV0328,High,Medium,12668352,4667722,0,0.33
HB0095,INV0308,Medium,Medium,11789648,3717010,0,0.46
HB0035,INV0364,Low,High,10949587,2220760,0,0.25
HB0301,INV0172,High,Low,8789447,9177542,0,0.63
HB0233,INV0210,Medium,Low,12101367,4831144,0,0.35
HB0356,INV0462,Medium,Medium,15172712,2473527,0,0.38
HB0080,INV0433,Low,High,10239471,2062214,0,0.25
HB0438,INV0183,Low,High,7583924,5796919,0,0.53
HB0433,INV0478,Low,High,11482383,1061711,0,0.2
HB0467,INV0197,Low,Medium,10644692,1083419,0,0.2
HB0188,INV0443,High,High,16830792,3252610,0,0.4
HB0271,INV0102,Medium,Medium,11052605,433810,0,0.32
HB0052,INV0332,Low,Low,14443054,4042178,0,0.44
HB0480,INV0262,High,Medium,14246422,1286937,0,0.2
HB0486,INV0259,High,High,15616840,1685315,0,0.35
HB0263,INV0222,High,High,10395874,3173921,0,0.45
HB0296,INV0064,Low,High,15289432,1945199,0,0.21
HB0480,INV0092,High,Low,14246422,2008302,0,0.22
HB0077,INV0423,Low,Medium,16312190,390554,0,0.16
HB0080,INV0122,Low,High,10239471,7062362,1,0.69
HB0497,INV0413,Medium,Low,11585640,3113812,0,0.28
HB0416,INV0006,Low,Low,15941217,8617416,1,0.77
HB0020,INV0061,Medium,Low,16573403,1682527,0,0.2
HB0219,INV0105,Medium,Low,16997069,4223511,0,0.27
HB0310,INV0065,High,Low,12668352,7989825,0,0.47
HB0484,INV0130,High,Medium,18750382,3128149,0,0.23
HB0376,INV0047,High,Low,14514329,5765276,0,0.35
HB0276,INV0284,Medium,Medium,16430383,2101047,0,0.36
HB0487,INV0424,Medium,Low,10485267,2652504,0,0.28
HB0168,INV0263,Low,High,8845191,1536525,0,0.24
HB0262,INV0349,Medium,Medium,14380036,2739108,0,0.4
HB0413,INV0484,Low,Medium,14093934,1747751,0,0.21
HB0225,INV0425,Low,High,7006597,2680699,0,0.34
HB0385,INV0441,Medium,Medium,15800582,1035270,0,0.33
HB0201,INV0422,High,High,14229836,3974263,0,0.44
HB0192,INV0098,High,High,14577364,2426965,0,0.38
HB0233,INV0107,Medium,Low,12101367,4920085,0,0.35
HB0476,INV0320,High,Medium,8562265,2938302,0,0.32
HB0320,INV0205,Low,Medium,13183714,4188548,0,0.31
HB0351,INV0417,High,High,7868253,3576419,0,0.53
HB0135,INV0260,Low,Medium,11091652,5156278,0,0.38
HB0192,INV0479,High,Medium,14577364,3005680,0,0.25
HB0301,INV0258,High,Low,8789447,1971818,0,0.26
HB0330,INV0228,Medium,High,15350888,5775239,0,0.34
HB0271,INV0464,Medium,Medium,11052605,3565657,0,0.46
HB0007,INV0175,Medium,Low,8626154,3236376,0,0.34
HB0273,INV0407,Low,Low,14661975,3834856,0,0.43
HB0363,INV0383,Medium,Medium,8094672,2453606,0,0.45
HB0354,INV0067,Low,Low,9540002,1909098,0,0.4
HB0074,INV0152,High,Medium,11477940,2684752,0,0.27
HB0010,INV0427,High,High,18305223,3239731,0,0.39
HB0124,INV0472,Medium,Medium,8386434,5943504,0,0.65
HB0416,INV0141,Low,Medium,15941217,5881114,0,0.33
HB0203,INV0125,High,Low,12261397,3399548,0,0.29
HB0004,INV0278,Medium,Low,15283380,820367,0,0.18
HB0472,INV0240,Medium,Low,17592495,1931297,0,0.2
HB0087,INV0452,Medium,Low,14543800,1118583,0,0.19
HB0466,INV0256,High,Medium,15577519,882180,0,0.18
HB0442,INV0025,High,Medium,14682497,3040998,0,0.25
HB0340,INV0331,Medium,Low,9888730,1660893,0,0.23
HB0170,INV0153,High,High,11304984,5433033,1,0.74
HB0376,INV0475,High,High,14514329,5299126,0,0.48
HB0407,INV0204,High,Medium,16194072,532108,0,0.17
HB0063,INV0412,Low,Low,17920660,3260246,0,0.39
HB0122,INV0365,Low,Medium,6922611,700850,0,0.2
HB0300,INV0066,Low,Medium,17651233,8334216,0,0.39
HB0439,INV0365,High,Medium,9758942,700850,0,0.19
HB0015,INV0244,High,High,10388959,3609016,0,0.47
HB0268,INV0405,Low,High,7685075,8158717,1,0.82
HB0331,INV0273,High,High,10062694,555679,0,0.33
HB0072,INV0274,High,Medium,14341604,799939,0,0.18
HB0055,INV0313,High,Medium,14803256,706294,1,0.37
HB0212,INV0155,Medium,High,14852839,4188315,0,0.29
HB0211,INV0009,High,Low,16300092,1931804,0,0.21
HB0069,INV0370,Low,High,13128896,1454120,0,0.21
HB0335,INV0236,Low,Medium,12495297,3005175,0,0.27
HB0406,INV0109,High,High,13343681,3193779,0,0.42
HB0247,INV0217,Low,High,13987548,3151945,0,0.26
HB0084,INV0375,High,High,9617968,3311108,0,0.47
HB0384,INV0430,High,Low,12277237,1635519,0,0.22
HB0183,INV0431,Low,Medium,14245274,3700206,0,0.28
HB0086,INV0103,Low,High,6777741,7293575,0,0.61
HB0295,INV0006,High,Low,10053933,8617416,0,0.58
HB0398,INV0148,Low,Medium,8743150,2381290,0,0.29
HB0195,INV0458,High,High,18285556,4704768,0,0.43
HB0464,INV0295,High,Low,13832736,6036444,0,0.37
HB0291,INV0077,Low,Medium,12702848,6054767,0,0.39
HB0409,INV0048,Medium,Low,14833101,8399562,1,0.63
HB0165,INV0181,Medium,Medium,18400740,848173,1,0.52
HB0190,INV0010,Low,Medium,16125517,1250116,0,0.19
HB0451,INV0313,Medium,Medium,9138538,706294,0,0.34
HB0196,INV0081,Low,Medium,11043391,1470197,0,0.22
HB0290,INV0327,Low,Low,12853162,2771438,0,0.41
HB0393,INV0451,Low,Medium,8859481,1035342,0,0.21
HB0231,INV0312,Low,Low,10645363,1206687,0,0.36
HB0430,INV0388,Low,High,14985995,693621,0,0.17
HB0460,INV0244,Medium,High,13409536,3609016,0,0.28
HB0384,INV0096,High,Low,12277237,3784910,1,0.5
HB0455,INV0336,Low,High,10969765,2557194,0,0.27
HB0468,INV0460,Low,Medium,8118223,2814814,0,0.32
HB0039,INV0219,Medium,High,9861388,2577129,0,0.28
HB0436,INV0344,Medium,High,13133440,3469773,0,0.28
HB0113,INV0385,Medium,Low,14814058,5790381,1,0.55
HB0003,INV0133,Medium,Medium,9133992,5799990,0,0.62
HB0416,INV0162,Low,Low,15941217,1447101,0,0.35
HB0212,INV0049,Medium,Medium,14852839,3906464,0,0.43
HB0189,INV0359,High,Low,10800996,2665797,0,0.27
HB0367,INV0029,Medium,Medium,16311168,2713895,1,0.58
HB0019,INV0297,High,High,13725521,929488,0,0.33
HB0331,INV0287,High,High,10062694,5330834,0,0.56
HB0353,INV0126,High,High,17584279,606096,0,0.32
HB0256,INV0167,Medium,Low,12425053,3825786,0,0.3
HB0241,INV0232,Medium,High,15430682,2518485,0,0.23
HB0092,INV0358,High,High,15782893,4952747,0,0.46
HB0354,INV0109,Low,High,9540002,3193779,0,0.32
HB0193,INV0146,Low,Medium,8924684,3088459,0,0.32
HB0023,INV0171,Medium,High,17458517,2619085,0,0.23
HB0441,INV0098,Medium,High,15515133,2426965,0,0.23
HB0084,INV0377,High,Medium,9617968,3730887,0,0.34
HB0404,INV0044,Medium,Low,18220553,2596329,0,0.22
HB0186,INV0455,Low,Medium,10102675,348284,0,0.17
HB0027,INV0390,Medium,Low,14181884,4020908,0,0.29
HB0211,INV0118,High,Low,16300092,2131735,0,0.22
HB0284,INV0431,Medium,Medium,11814180,3700206,0,0.46
HB0174,INV0256,High,Medium,13587843,882180,0,0.18
HB0360,INV0122,High,High,9872372,7062362,0,0.66
HB0265,INV0282,High,Low,15612570,3288816,0,0.26
HB0110,INV0096,High,Low,10183169,3784910,0,0.34
HB0330,INV0500,Medium,Medium,15350888,4937606,0,0.46
HB0444,INV0204,Low,Medium,10090034,532108,0,0.18
HB0397,INV0389,Low,Low,12290614,1366189,0,0.36
HB0317,INV0154,Low,Low,11280365,1269067,0,0.36
HB0489,INV0216,High,Medium,17482437,1356362,0,0.19
HB0427,INV0134,Low,High,15710679,3844273,0,0.27
HB0343,INV0469,Low,Medium,19422108,1459027,0,0.19
HB0492,INV0301,Medium,Medium,14308093,3107130,0,0.41
HB0198,INV0125,Medium,Low,16476342,3399548,0,0.25
HB0239,INV0359,High,Low,16397985,2665797,1,0.43
HB0476,INV0309,High,Medium,8562265,6221007,0,0.51
HB0043,INV0018,Medium,Low,11061394,3372745,0,0.3
HB0086,INV0105,Low,Low,6777741,4223511,0,0.61
HB0034,INV0283,Low,High,14750087,1635145,0,0.21
HB0108,INV0026,Low,Medium,10979848,2067062,0,0.24
HB0189,INV0026,High,Medium,10800996,2067062,0,0.25
HB0260,INV0142,Low,Low,8761017,1125429,0,0.36
HB0091,INV0023,High,Medium,11421052,2889040,0,0.28
HB0362,INV0406,Low,High,16024533,3987472,0,0.27
HB0373,INV0059,High,Medium,9598794,4314155,0,0.37
HB0055,INV0148,High,Medium,14803256,2381290,0,0.23
HB0224,INV0474,Medium,High,12360258,603568,0,0.17
HB0160,INV0080,Low,High,10952591,509879,0,0.17
HB0118,INV0427,Medium,High,16357188,3239731,0,0.25
HB0431,INV0116,Medium,Low,12067334,5944951,0,0.4
HB0062,INV0176,Low,Medium,12468834,5682662,0,0.38
HB0165,INV0006,Medium,Low,18400740,8617416,0,0.38
HB0142,INV0050,High,Medium,15973941,8150344,0,0.41
HB0434,INV0442,Low,High,9386697,562051,0,0.18
HB0114,INV0182,High,High,12970166,6796597,0,0.56
HB0229,INV0360,Low,Low,11694828,7147588,0,0.61
HB0323,INV0145,Medium,Medium,11158775,715198,0,0.33
HB0321,INV0057,Low,Low,14355215,3546692,0,0.42
HB0209,INV0042,Low,Medium,13201214,6455027,0,0.39
HB0244,INV0218,Medium,Medium,16140621,5477349,0,0.47
HB0443,INV0315,High,Low,10930724,1052521,0,0.2
HB0324,INV0233,High,High,13612204,5053877,0,0.49
HB0229,INV0250,Low,Medium,11694828,4610251,0,0.35
HB0371,INV0165,Low,Medium,18480833,4509627,0,0.27
HB0039,INV0190,Medium,Medium,9861388,2664033,0,0.44
HB0381,INV0286,Medium,Medium,12637888,2179495,1,0.59
HB0045,INV0402,High,Low,15323772,3268710,0,0.26
HB0140,INV0377,Medium,Medium,11675898,3730887,0,0.46
HB0342,INV0185,Low,Low,10520000,2447322,0,0.42
HB0139,INV0080,Medium,High,14618518,509879,0,0.17
HB0112,INV0300,High,Low,8556549,2522489,0,0.3
HB0030,INV0260,Medium,Medium,17358508,5156278,0,0.45
HB0375,INV0405,Medium,High,13658639,8158717,0,0.45
HB0030,INV0137,Medium,Medium,17358508,875018,0,0.33
HB0123,INV0062,Medium,High,17294457,3231044,0,0.24
HB0300,INV0415,Low,Low,17651233,2899420,0,0.38
HB0183,INV0238,Low,Medium,14245274,2098825,0,0.22
HB0367,INV0454,Medium,High,16311168,1680870,0,0.2
HB0270,INV0272,High,Medium,12572129,5791532,0,0.38
HB0113,INV0228,Medium,High,14814058,5775239,1,0.54
HB0051,INV0339,Low,High,9790249,1997036,0,0.25
HB0447,INV0198,Low,High,13389959,3794910,0,0.29
HB0266,INV0160,Medium,High,14517477,1152052,0,0.19
HB0076,INV0056,High,Low,14170043,2464811,0,0.24
HB0175,INV0158,Low,High,10782965,382395,1,0.37
HB0145,INV0130,Low,Medium,10729532,3128149,0,0.3
HB0284,INV0392,Medium,High,11814180,697709,0,0.18
HB0271,INV0095,Medium,Low,11052605,1181100,0,0.2
HB0024,INV0346,Low,High,16307402,1062433,0,0.18
HB0298,INV0318,Low,Low,15856936,323576,0,0.31
HB0071,INV0042,Medium,Medium,15250721,6455027,0,0.51
HB0072,INV0475,High,High,14341604,5299126,0,0.48
HB0253,INV0145,High,Medium,15082376,715198,0,0.17
HB0062,INV0310,Low,Medium,12468834,2451170,0,0.25
HB0035,INV0496,Low,Medium,10949587,3165529,0,0.29
HB0458,INV0397,Low,Medium,17629292,6063398,0,0.32
HB0155,INV0028,Low,Medium,8391510,1026093,0,0.21
HB0362,INV0280,Low,High,16024533,7565441,0,0.39
HB0398,INV0042,Low,Medium,8743150,6455027,0,0.52
HB0092,INV0074,High,High,15782893,2953190,0,0.39
HB0013,INV0421,High,Medium,11840327,468485,0,0.17
HB0153,INV0486,Low,Medium,13196799,931821,0,0.19
HB0111,INV0202,High,High,11222191,9146058,0,0.71
HB0463,INV0476,Low,Low,15847064,4264226,0,0.43
HB0481,INV0324,Low,High,6503873,1903410,0,0.3
HB0484,INV0056,High,Low,18750382,2464811,0,0.22
HB0043,INV0315,Medium,Low,11061394,1052521,0,0.2
HB0475,INV0431,High,Medium,15582596,3700206,0,0.27
HB0142,INV0429,High,High,15973941,4404485,0,0.44
HB0225,INV0202,Low,High,7006597,9146058,0,0.5
HB0300,INV0197,Low,Medium,17651233,1083419,0,0.18
HB0281,INV0337,Low,Low,10973840,2747147,0,0.43
HB0238,INV0327,High,Low,14372041,2771438,0,0.25
HB0160,INV0324,Low,High,10952591,1903410,0,0.24
HB0405,INV0015,High,Medium,15401790,2162327,0,0.22
HB0066,INV0445,Low,Medium,15729878,2036523,0,0.21
HB0430,INV0274,Low,Medium,14985995,799939,0,0.18
HB0246,INV0466,Low,Medium,10947173,604233,0,0.18
HB0374,INV0471,High,Medium,13257876,2320739,0,0.24
HB0480,INV0247,High,High,14246422,3713404,0,0.43
HB0220,INV0157,Medium,High,11712185,2882402,0,0.27
HB0209,INV0321,Low,Medium,13201214,1471806,0,0.21
HB0178,INV0105,Medium,Low,16657960,4223511,0,0.28
HB0069,INV0373,Low,Medium,13128896,1070118,0,0.19
HB0344,INV0136,Low,Low,18163060,388609,0,0.31
HB0466,INV0463,High,Medium,15577519,2294516,1,0.42
HB0300,INV0101,Low,High,17651233,4730639,0,0.28
HB0176,INV0071,High,Medium,7300044,4782428,0,0.48
HB0244,INV0253,Medium,Low,16140621,3990503,0,0.27
HB0022,INV0121,Medium,High,15090002,5677674,0,0.34
HB0263,INV0421,High,Medium,10395874,468485,0,0.17
HB0201,INV0380,High,High,14229836,3632424,0,0.43
HB0471,INV0200,Low,High,9066318,390062,0,0.17
HB0394,INV0236,Medium,Medium,12640519,3005175,0,0.42
HB0078,INV0081,Medium,Medium,8747532,1470197,0,0.38
HB0092,INV0135,High,Medium,15782893,4327041,0,0.29
HB0204,INV0066,Medium,Medium,13258214,8334216,0,0.61
HB0452,INV0097,Medium,High,17571493,8251398,0,0.38
HB0205,INV0285,High,High,16147537,9760444,0,0.6
HB0427,INV0469,Low,Medium,15710679,1459027,0,0.2
HB0056,INV0351,Medium,High,11774637,2857125,0,0.27
HB0470,INV0312,Low,Low,15447686,1206687,0,0.34
HB0110,INV0404,High,Medium,10183169,2705533,0,0.28
HB0341,INV0414,Medium,Low,10024161,4350760,0,0.37
HB0257,INV0301,Medium,Medium,9480207,3107130,0,0.46
HB0006,INV0377,High,Medium,13646848,3730887,0,0.29
HB0227,INV0176,Medium,Medium,12787708,5682662,0,0.52
HB0393,INV0344,Low,High,8859481,3469773,0,0.35
HB0285,INV0061,High,Low,11141873,1682527,0,0.23
HB0100,INV0044,High,Low,8192279,2596329,0,0.31
HB0429,INV0006,Medium,Low,13904004,8617416,0,0.46
HB0041,INV0133,Low,Medium,16135431,5799990,0,0.33
HB0456,INV0028,Low,Medium,15959986,1026093,0,0.18
HB0213,INV0159,Low,Medium,7801998,4943769,0,0.47
HB0202,INV0091,High,Low,10805411,1040847,0,0.2
HB0374,INV0068,High,Medium,13257876,3074160,0,0.27
HB0352,INV0116,Medium,Low,10982927,5944951,0,0.42
HB0360,INV0029,High,Medium,9872372,2713895,0,0.29
HB0437,INV0100,Medium,Low,14072145,4758850,0,0.32
HB0158,INV0245,High,High,15018905,6677674,0,0.52
HB0219,INV0160,Medium,High,16997069,1152052,0,0.18
HB0300,INV0304,Low,Medium,17651233,2488985,0,0.22
HB0139,INV0485,Medium,Medium,14618518,726139,0,0.32
HB0134,INV0026,High,Medium,12965297,2067062,0,0.23
HB0247,INV0236,Low,Medium,13987548,3005175,0,0.26
HB0170,INV0387,High,Medium,11304984,5805578,0,0.41
HB0197,INV0212,Medium,Low,11306425,1550404,0,0.22
HB0430,INV0113,Low,High,14985995,4027817,0,0.28
HB0406,INV0416,High,High,13343681,6344887,1,0.74
HB0420,INV0072,High,High,19705324,816028,0,0.32
HB0348,INV0383,Medium,Medium,10590356,2453606,0,0.42
HB0049,INV0048,Low,Low,17180462,8399562,0,0.54
HB0154,INV0219,High,High,9638089,2577129,1,0.63
HB0209,INV0434,Low,Medium,13201214,402031,0,0.17
HB0393,INV0192,Low,Medium,8859481,2254055,0,0.28
HB0470,INV0112,Low,Low,15447686,4798995,0,0.46
HB0091,INV0155,High,High,11421052,4188315,0,0.48
HB0115,INV0423,Medium,Medium,8613389,390554,1,0.52
HB0127,INV0116,Low,Low,17137215,5944951,0,0.47
HB0121,INV0204,High,Medium,10272487,532108,0,0.18
HB0305,INV0206,Medium,Low,17003286,513878,0,0.17
HB0368,INV0183,Medium,High,13121769,5796919,0,0.37
HB0245,INV0265,Medium,High,11267012,4179811,0,0.34
HB0157,INV0422,Medium,High,8105688,3974263,0,0.4
HB0482,INV0366,Medium,Medium,14505128,6175234,0,0.51
HB0395,INV0267,Low,Low,13511705,1580125,0,0.36
HB0364,INV0046,Low,Low,15638664,2371637,0,0.38
HB0233,INV0419,Medium,Medium,12101367,1361045,0,0.36
HB0422,INV0358,Low,High,15907940,4952747,0,0.31
HB0464,INV0232,High,High,13832736,2518485,0,0.39
HB0100,INV0044,High,Low,8192279,2596329,0,0.31
HB0386,INV0432,Low,Low,15150837,1769199,0,0.36
HB0362,INV0253,Low,Low,16024533,3990503,0,0.42
HB0286,INV0499,Medium,Low,7212871,4253488,0,0.44
HB0461,INV0395,High,High,12454050,5863753,0,0.54
HB0242,INV0205,Medium,Medium,17112493,4188548,0,0.42
HB0478,INV0315,Low,Low,12209041,1052521,1,0.54
HB0239,INV0465,High,Low,16397985,7204810,0,0.37
HB0416,INV0230,Low,Low,15941217,5605909,0,0.48
HB0044,INV0247,Medium,High,11170124,3713404,0,0.32
HB0438,INV0352,Low,Low,7583924,6359255,0,0.72
HB0470,INV0321,Low,Medium,15447686,1471806,0,0.2
HB0251,INV0284,Medium,Medium,18666883,2101047,0,0.36
HB0307,INV0277,High,Low,17453620,4890146,0,0.29
HB0206,INV0041,Medium,Low,12203461,3307079,0,0.29
HB0163,INV0005,High,Low,9200109,7241671,0,0.54
HB0255,INV0233,High,High,12153697,5053877,0,0.51
HB0100,INV0491,High,Low,8192279,1424094,0,0.24
