Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price_per_SqFt,Area_per_Bedroom,Amenity_Score
5556000,902,Haware City,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1,6159.645232815965,451.0,7
7311000,1149,Haware City,3,0,1,1,1,0,1,0,1,0,1,0,0,0,1,6362.924281984334,383.0,7
24000000,1250,Mahatma Gandhi Road,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19200.0,416.6666666666667,4
11399999,448,Akurli Nagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,25446.426339285714,448.0,4
7300000,1149,Kasar Vadavali,3,0,1,1,0,0,1,0,1,0,1,0,0,0,1,6353.350739773717,383.0,6
6000000,935,Vasai West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6417.1122994652405,467.5,0
4500000,650,Vasai,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,6923.076923076923,325.0,4
6200000,655,Mira Road East,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,9465.648854961832,655.0,10
4500000,645,Mira Road East,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,6976.7441860465115,645.0,9
21000000,1280,Malad East,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,16406.25,640.0,10
21500000,1280,Malad East,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,16796.875,640.0,10
4400000,665,Sector 17 Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6616.541353383459,665.0,0
2399000,620,Badlapur West,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,3869.3548387096776,620.0,4
2650000,600,Nala Sopara,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,4416.666666666667,600.0,5
3700000,440,Mira Road East,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,8409.09090909091,440.0,5
2100000,245,Mira Road East,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,8571.42857142857,245.0,5
12500000,745,Kandivali East,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,16778.523489932886,372.5,12
4500000,457,Mumbai Nashik Expressway,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,9846.827133479212,457.0,4
2200000,400,Shirgaon,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5500.0,400.0,4
3300000,612,Katrap,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5392.156862745098,306.0,4
15000000,800,Chembur,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,18750.0,400.0,3
12500000,878,Chembur,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,14236.902050113895,878.0,9
14000000,1077,Kurla,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12999.071494893222,538.5,1
33000000,1650,Nahur,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20000.0,550.0,13
2300000,690,Ambernath East,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,3333.3333333333335,690.0,10
29000000,1960,Mulund West,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,14795.918367346938,653.3333333333334,12
8500000,1000,Kalwa,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,8500.0,500.0,9
6000000,575,Thane West,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,10434.782608695652,575.0,3
60000000,2500,Lower Parel,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24000.0,833.3333333333334,13
33000000,1800,Samata Nagar Thakur Village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,18333.333333333332,600.0,9
35000000,1835,Samata Nagar Thakur Village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,19073.56948228883,611.6666666666666,9
33000000,1667,Kandivali East,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19796.04079184163,555.6666666666666,13
24500000,1300,Thakur Village Kandivali East,3,0,0,1,1,1,1,1,0,1,0,1,0,1,0,18846.153846153848,433.3333333333333,8
3467000,530,Dombivali East,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,6541.509433962264,530.0,3
14000000,800,Bhandup West,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,17500.0,400.0,11
7000000,780,Mira Road East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8974.358974358975,390.0,0
6400000,400,Kandivali East,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,16000.0,400.0,11
6000000,650,Mira Road,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,9230.76923076923,650.0,6
9000000,550,Bhandup West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,16363.636363636364,275.0,4
6370000,800,Mira Road East,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7962.5,400.0,3
3310000,780,Kasheli,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,4243.589743589743,390.0,5
2770000,655,Kasheli,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,4229.007633587787,327.5,5
2670000,630,Kasheli,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4238.0952380952385,630.0,0
2110000,495,Kasheli,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,4262.626262626262,495.0,4
23000000,1265,Western Express Highway Kandivali East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18181.81818181818,632.5,13
25000000,850,Bandra West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,29411.764705882353,425.0,4
14000000,900,Seawoods,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,15555.555555555555,450.0,4
3700000,425,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8705.882352941177,425.0,4
2000000,400,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5000.0,400.0,4
2200000,450,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4888.888888888889,450.0,4
200000000,3000,Tardeo,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,66666.66666666667,750.0,13
4600000,545,Goregaon East,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,8440.366972477064,545.0,12
3000000,340,Goregaon East,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,8823.529411764706,340.0,5
2000000,540,Vasind,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,3703.703703703704,540.0,6
2400000,560,Kasheli,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4285.714285714285,560.0,1
6300000,750,Thakurli,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,8400.0,750.0,3
7600000,550,Shakti Nagar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13818.181818181818,550.0,1
2600000,360,Bhayandar East,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7222.222222222223,360.0,1
3800000,340,Kandivali West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11176.470588235294,340.0,1
10500000,1190,Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8823.529411764706,595.0,1
13500000,1235,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,10931.174089068825,617.5,12
21000000,1129,Kandivali West,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,18600.531443755535,564.5,11
16500000,839,Kandivali West,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,19666.26936829559,419.5,11
10000000,600,Borivali East,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,16666.666666666668,600.0,6
11000000,600,Borivali East,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,18333.333333333332,600.0,8
8100000,846,Thane West,2,1,1,1,0,0,1,1,1,0,0,0,1,1,0,9574.468085106382,423.0,7
65300000,3025,Andheri,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21586.77685950413,756.25,12
38700000,1295,Andheri,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,29884.169884169885,431.6666666666667,11
51500000,3465,Sanpada,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14862.914862914862,866.25,12
6500000,566,Dahisar East,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,11484.098939929328,566.0,6
22000000,1527,Ghatkopar,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,14407.334643091028,509.0,10
17500000,1188,Ghatkopar,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,14730.63973063973,594.0,10
17500000,1188,Ghatkopar West,2,0,1,1,1,0,0,1,1,0,1,1,0,1,1,14730.63973063973,594.0,9
12600000,1012,Goregaon,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,12450.592885375494,506.0,10
32000000,1950,Goregaon,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,16410.25641025641,650.0,12
8000000,670,Malad East,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,11940.298507462687,670.0,10
16000000,1944,Mira Road,4,1,1,1,1,0,1,1,1,0,1,1,1,1,1,8230.45267489712,486.0,11
8000000,972,Mira Road,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8230.45267489712,486.0,12
16000000,1944,Mira Road East,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8230.45267489712,486.0,12
8100000,972,Mira Road East,2,1,1,0,0,1,0,1,1,1,0,1,1,1,1,8333.333333333334,486.0,9
10200000,1050,Kharghar,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,9714.285714285714,525.0,12
13500000,1235,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10931.174089068825,617.5,13
14200000,1440,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,9861.111111111111,480.0,11
5300000,612,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,8660.130718954248,612.0,4
5500000,676,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,8136.094674556213,676.0,11
5500000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,8461.538461538461,650.0,7
16000000,1600,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,10000.0,533.3333333333334,12
4300000,650,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,6615.384615384615,650.0,9
7500000,850,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8823.529411764706,425.0,3
7500000,1085,Kharghar,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,6912.442396313364,542.5,6
30000000,2950,Kharghar,4,0,1,1,1,1,1,1,0,1,1,0,0,0,1,10169.49152542373,737.5,9
5500000,560,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,9821.42857142857,560.0,10
8000000,1050,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7619.047619047619,525.0,3
6000000,700,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,8571.42857142857,700.0,11
4500000,650,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,6923.076923076923,650.0,9
5500000,649,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,8474.57627118644,649.0,7
5500000,660,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,8333.333333333334,660.0,11
14800000,1600,Kharghar,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,9250.0,533.3333333333334,11
11800000,1150,Kharghar,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,10260.869565217392,575.0,9
13600000,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,7727.272727272727,586.6666666666666,9
5700000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,8769.23076923077,650.0,7
6500000,750,Kharghar,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,8666.666666666666,750.0,9
4200000,630,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,6666.666666666667,630.0,7
4800000,540,Kharghar,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,8888.888888888889,540.0,9
30000000,2355,Kharghar,4,0,1,1,1,0,1,1,1,0,0,1,0,1,1,12738.853503184713,588.75,9
21000000,2250,Kharghar,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1,9333.333333333334,562.5,11
5300000,687,Panvel,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,7714.701601164484,687.0,5
6300000,850,Panvel,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,7411.764705882353,425.0,11
2050000,1000,Ulhasnagar 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050.0,500.0,0
31500000,2415,Kandivali East,4,1,1,1,1,0,1,0,1,0,0,0,0,1,1,13043.478260869566,603.75,7
30500000,2415,Kandivali East,4,1,1,1,1,0,1,0,1,0,0,0,0,1,1,12629.399585921325,603.75,7
4500000,450,Mira Road East,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,10000.0,450.0,7
20000000,1250,Malad East,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,16000.0,625.0,5
22000000,1530,Kandivali East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,14379.084967320261,510.0,12
10000000,1340,Mira Road East,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,7462.686567164179,446.6666666666667,10
11500000,1340,Mira Road East,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,8582.089552238805,446.6666666666667,10
6300000,850,Mira Road East,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,7411.764705882353,425.0,11
8009999,965,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,8300.517098445596,482.5,10
8400000,965,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,8704.663212435233,482.5,10
7430000,965,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,7699.481865284974,482.5,10
21400000,1560,Borivali East,3,1,1,1,0,0,1,0,1,0,0,0,0,1,0,13717.948717948719,520.0,5
25700000,1505,Goregaon West,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,17076.41196013289,501.6666666666667,11
2100000,450,Sector-26 Taloja,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,4666.666666666667,450.0,7
3300000,670,Koproli,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4925.373134328358,670.0,9
62000000,1450,Worli,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,42758.620689655174,483.3333333333333,12
2500000,540,Virar East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4629.62962962963,540.0,0
19000000,1267,Belapur,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,14996.05367008682,422.3333333333333,11
14900000,1245,Airoli,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,11967.871485943775,622.5,3
14000000,1183,Airoli,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,11834.31952662722,591.5,11
2200000,670,Badlapur West,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3283.582089552239,670.0,1
3500000,1000,Mumbai,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3500.0,500.0,6
3500000,400,Mumbai,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,8750.0,200.0,6
3500000,500,Roadpali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7000.0,500.0,6
2005000,595,Mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3369.747899159664,595.0,6
2011000,597,Mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3368.5092127303183,597.0,6
2014999,598,Mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3369.563545150502,598.0,6
2021000,600,Mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3368.3333333333335,600.0,6
2100000,625,Mumbai Central,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3360.0,625.0,6
2116000,630,Mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3358.7301587301586,630.0,6
13000000,650,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20000.0,650.0,5
13000000,900,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,14444.444444444445,450.0,5
37000000,2300,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16086.95652173913,766.6666666666666,5
19900000,1100,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18090.909090909092,550.0,5
32100000,1400,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,22928.571428571428,466.6666666666667,5
15000000,1016,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,14763.779527559054,508.0,5
12700000,585,Chembur East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,21709.40170940171,585.0,5
31000000,1550,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20000.0,516.6666666666666,5
32100000,1550,Chembur East,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20709.677419354837,516.6666666666666,5
18200000,1050,Chembur East,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17333.333333333332,525.0,5
11000000,585,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18803.418803418805,585.0,5
24500000,1120,Chembur East,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,21875.0,560.0,5
12200000,632,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19303.79746835443,632.0,5
17500000,1050,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16666.666666666668,525.0,5
20500000,1060,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19339.622641509435,530.0,5
39600000,1485,Chembur East,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,26666.666666666668,495.0,5
19000000,1150,Chembur East,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16521.739130434784,575.0,5
12000000,675,Chembur East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17777.777777777777,675.0,5
10700000,675,Chembur East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,15851.851851851852,675.0,5
32599999,1600,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20374.999375,533.3333333333334,5
18900000,1091,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17323.556370302475,545.5,5
9500000,585,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16239.31623931624,585.0,5
9200000,620,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,14838.709677419354,620.0,5
11200000,725,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,15448.275862068966,725.0,5
6000000,2700,Mumbai,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2222.222222222222,675.0,5
16800000,1180,Mulund,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,14237.28813559322,590.0,6
16500000,1180,Mulund,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,13983.050847457627,590.0,6
18000000,1180,Mulund,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,15254.237288135593,590.0,6
21900000,1412,Mulund,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1,15509.915014164306,470.6666666666667,6
3200000,410,Greater Khanda,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7804.878048780488,410.0,3
23500000,1300,Link Road Borivali West,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18076.923076923078,650.0,2
7500000,495,Borivali West,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15151.515151515152,495.0,2
15000000,1450,Manpada,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10344.827586206897,483.3333333333333,5
220000000,7600,Andheri West,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1,28947.36842105263,1520.0,7
3500000,550,Kalyan East,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,6363.636363636364,550.0,6
12500000,880,Thane West,2,0,1,1,1,0,0,1,1,1,0,0,0,1,1,14204.545454545454,440.0,8
16800000,922,Andheri East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18221.25813449024,461.0,13
17500000,1050,Andheri East,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16666.666666666668,1050.0,13
16500000,1020,Andheri East,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,16176.470588235294,1020.0,9
14800000,915,Andheri East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16174.863387978143,457.5,13
15000000,915,Andheri East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16393.44262295082,457.5,13
18000000,1020,Andheri East,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,17647.058823529413,510.0,12
4500000,620,Sector12 Kamothe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7258.064516129032,620.0,1
16000000,1515,Kharghar,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,10561.056105610562,505.0,11
7600000,1055,Sector 2 Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,7203.791469194312,527.5,4
28000000,4000,Kharghar,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,7000.0,800.0,5
11100000,1245,Sector 17 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8915.66265060241,622.5,4
10500000,1165,Sector9 Kamothe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9012.875536480688,582.5,4
11299999,750,Govind Nagar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15066.665333333332,375.0,3
8600000,608,Malad East,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,14144.736842105263,608.0,3
8600000,550,Malad East,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15636.363636363636,550.0,3
16000000,890,Krishanlal Marwah Marg,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17977.52808988764,445.0,2
21000000,620,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,33870.967741935485,310.0,3
24000000,1000,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24000.0,500.0,3
8725000,1135,Sector-9 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,1,7687.2246696035245,567.5,6
31500000,1010,Vikhroli,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,31188.118811881188,505.0,4
42500000,1200,Parel,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1,35416.666666666664,600.0,10
4700000,1005,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4676.6169154228855,502.5,3
4500000,980,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4591.836734693878,490.0,3
3200000,680,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4705.882352941177,680.0,3
3500000,710,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4929.577464788732,710.0,3
3300000,690,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4782.608695652174,690.0,3
4000000,715,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5594.4055944055945,715.0,3
3500000,700,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000.0,700.0,3
3350000,670,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000.0,670.0,3
2650000,560,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4732.142857142857,560.0,3
2300000,445,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5168.539325842697,445.0,3
2600000,560,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4642.857142857143,560.0,3
5700000,1060,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5377.358490566037,530.0,3
5800000,1064,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5451.127819548872,532.0,3
6000000,1070,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5607.476635514019,535.0,3
5200000,995,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5226.130653266332,497.5,3
4900000,985,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4974.619289340101,492.5,3
3800000,675,Petali,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5629.62962962963,675.0,3
4000000,665,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6015.037593984963,665.0,3
3700000,680,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5441.176470588235,680.0,3
2300000,575,Virar West,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4000.0,575.0,5
3500000,975,Virar West,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3589.74358974359,487.5,5
3720000,930,Virar West,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4000.0,465.0,5
4200000,750,Virar West,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5600.0,375.0,5
3500000,570,Virar West,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6140.350877192983,570.0,5
15000000,2150,Kalamboli,3,0,1,1,1,0,1,1,1,1,0,1,0,1,1,6976.7441860465115,716.6666666666666,10
18000000,1069,Dahisar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16838.166510757717,534.5,3
15000000,686,Dahisar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,21865.889212827988,343.0,3
24000000,1000,Andheri West,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24000.0,500.0,3
14000000,650,Andheri East,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,21538.46153846154,325.0,3
14700000,1000,Vikhroli,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14700.0,500.0,3
6800000,740,Thane West,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,9189.18918918919,740.0,10
16000000,2115,Dombivali,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7565.011820330969,705.0,11
10000000,1595,Dombivali,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,6269.592476489028,797.5,11
90000000,5150,Ghatkopar West,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1,17475.728155339806,1716.6666666666667,7
10500000,1503,Dombivali,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,6986.027944111776,751.5,11
11700000,1150,Thane West,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,10173.91304347826,575.0,7
5300000,650,Thane West,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,8153.846153846154,650.0,7
7500000,1050,Greater Khanda,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,7142.857142857143,525.0,5
9800000,585,Mulund West,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16752.136752136754,585.0,2
43700000,1950,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,22410.25641025641,650.0,5
63000000,2700,Chembur,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,23333.333333333332,675.0,5
29000000,1350,Chembur East,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,21481.48148148148,450.0,5
37000000,1426,Deonar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,25946.704067321178,475.3333333333333,5
3800000,930,Lokhandwala,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4086.021505376344,465.0,5
11500000,650,Patel Nagar,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,17692.30769230769,650.0,4
6000000,690,Ulwe,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,8695.652173913044,690.0,4
7800000,1000,Ulwe,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7800.0,500.0,3
